Code,Name,Brand,MAP Price,Warranty,Weight,Stock Level,Product Images,UPC/EAN
GGT-GG-PATCH-LNG,"G&G Armament Official Velcro Patch, Long, OD",G&G,4.6,30 Day Return & Warranty,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/f/516/g-g-armament-official-velcro-patch-long-od-3__05431.jpg,
GGT-GG-PATCH-RD-CL,"G&G Armament Official Velcro Patch, Round, Red/Black",G&G,4.6,30 Day Return & Warranty,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/w/402/g-g-armament-official-velcro-patch-round-red-black-3__23888.jpg,
GGT-GG-PATCH-RD-DE,"G&G Armament Official Velcro Patch, Round, Tan",G&G,4.6,30 Day Return & Warranty,0.1,20,Product Image URL: http://www.airsoftstation.com/product_images/u/843/g-g-armament-official-velcro-patch-round-tan-3__01019.jpg,
GGT-GG-PATCH-SQR,"G&G Armament Official Velcro Patch, Square, OD",G&G,4.6,30 Day Return & Warranty,0.1,31,Product Image URL: http://www.airsoftstation.com/product_images/e/154/g-g-armament-official-velcro-patch-square-od-3__92858.jpg,
GGT-G-07-092,G&G Armament Super-Lube Gear Grease for AEG,G&G,9,30 Day Return & Warranty,0.1,3,Product Image URL: http://www.airsoftstation.com/product_images/u/841/g-g-armament-super-lube-gear-grease-for-aeg-3__97785.jpg,4.71E+12
V622033,G&G Armament Top Tech RK 103 Airsoft Rifle,G&G,330,"30 Day Return, 60 Day Warranty",12,0,Product Image URL: http://www.airsoftstation.com/product_images/z/651/yhst-49666507782127_2271_3546544__45278.jpg,
V622165,"G&G Attack Flashlight Handguard for FN F2000 AEGs, Black",G&G,115,30 Day Return & Warranty,2,0,Product Image URL: http://www.airsoftstation.com/product_images/i/271/g-g-attack-flashlight-handguard-for-fn-f2000-aegs-black-3__75536.jpg,B00E58X0HI
GGT-G-10-073,G&G Ball Bearing Bushing - 8mm,G&G,30,Parts Return Policy  See Policy Page,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/j/510/g-g-ball-bearing-bushing-8mm-2__04157.jpg,B00E590SZY
GGT-G-07-103,"G&G Biodegradable Airsoft BBs, 0.20g, 1KG, 5000 Rounds",G&G,21.3,30 Day Return & Warranty,2.1,0,Product Image URL: http://www.airsoftstation.com/product_images/s/697/yhst-49666507782127_2271_165029476__97609.jpg,4.71E+12
GGT-G-07-126,"G&G Biodegradable Airsoft BBs, 0.25g, 1KG, 4000 Rounds, White",G&G,22.5,30 Day Return & Warranty,2.1,0,Product Image URL: http://www.airsoftstation.com/product_images/u/235/yhst-49666507782127_2271_165162121__45189.jpg,4.71E+12
GGT-Raider-29 #9-10-T,G&G Butt Plate for CM16 Raider - Tan,G&G,12,Parts Return Policy  See Policy Page,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/m/827/tan_1__74838.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/543/tan_2__65183.jpg,B00E58WGDW
GGT-G-12-024,"G&G C79 ELCAN Style 4x Magnification Scope, Black",G&G,149.99,30 Day Return & Warranty,1.8,0,Product Image URL: http://www.airsoftstation.com/product_images/w/400/g-g-c79-elcan-style-4x-magnification-scope-black-10__13447.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/866/g-g-c79-elcan-style-4x-magnification-scope-black-12__70916.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/236/g-g-c79-elcan-style-4x-magnification-scope-black-14__54874.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/052/g-g-c79-elcan-style-4x-magnification-scope-black-16__91026.jpg,4.71E+12
GGT-G-12-024-1,"G&G C79 ELCAN Style 4x Magnification Scope, Green",G&G,149.99,30 Day Return & Warranty,1.8,1,Product Image URL: http://www.airsoftstation.com/product_images/l/703/g-g-c79-elcan-style-4x-magnification-scope-green-18__23120.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/167/g-g-c79-elcan-style-4x-magnification-scope-green-20__65721.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/426/g-g-c79-elcan-style-4x-magnification-scope-green-22__53730.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/128/g-g-c79-elcan-style-4x-magnification-scope-green-24__77534.jpg,4.71E+12
GGT-G-12-006,G&G CD13 Red/Green Dot Sight,G&G,98.95,30 Day Return & Warranty,2,0,Product Image URL: http://www.airsoftstation.com/product_images/l/233/yhst-49666507782127_2271_165296642__42454.jpg,4.71E+12
GGT-G-08-097,"G&G CM16 Gas Blowback GBB Magazine, Fits Carbine and Raider Gas Rifles",G&G,54.95,30 Day Return & Warranty,1.2,0,Product Image URL: http://www.airsoftstation.com/product_images/m/625/yhst-49666507782127_2272_61352946__59796.jpg,4.71E+12
REFURB-G-08-097,"G&G CM16 Gas Blowback GBB Magazine, Fits Carbine and Raider Gas Rifles - Black - REFURBISHED",G&G,39.96,,1.2,0,Product Image URL: http://www.airsoftstation.com/product_images/h/856/g-g-cm16-gas-blowback-gbb-magazine-fits-carbine-and-raider-gas-rifles-refurbished-2__77408.jpg,
REFURB-G-08-097-1,"G&G CM16 Gas Blowback GBB Magazine, Fits Carbine and Raider Gas Rifles - Tan - REFURBISHED",G&G,39.96,,1.2,0,Product Image URL: http://www.airsoftstation.com/product_images/e/049/g-g-cm16-gas-blowback-gbb-magazine-fits-carbine-and-raider-gas-rifles-tan-refurbished-2__26886.jpg,
GGT-EGC-16P-MD0-BNB-NCM,G&G CM16 MOD 0 AEG Combat Machine Black Airsoft Rifle,G&G,201,"30 Day Return, 60 Day Warranty",10,0,Product Image URL: http://www.airsoftstation.com/product_images/j/543/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-black-11__86274.jpg|Product Image URL: http://www.airsoftstation.com/product_images/f/594/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-black-13__61103.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/313/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-black-15__35484.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/952/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-black-17__49466.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/005/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-black-19__10020.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/048/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-black-21__11402.jpg,4.71E+12
GGT-EGC-16P-MD0-DNB-NCM,G&G CM16 MOD 0 Combat Machine Tan Airsoft Rifle,G&G,201,"30 Day Return, 60 Day Warranty",10,0,Product Image URL: http://www.airsoftstation.com/product_images/o/154/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-tan-3__55851.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/580/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-tan-5__27726.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/987/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-tan-7__69996.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/611/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-tan-9__11117.jpg|Product Image URL: http://www.airsoftstation.com/product_images/m/051/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-tan-11__52096.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/441/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-tan-13__50623.jpg|Product Image URL: http://www.airsoftstation.com/product_images/r/301/g-g-cm16-mod-0-aeg-combat-machine-airsoft-rifle-tan-15__37330.jpg,4.71E+12
GGT-Raider-29 #9-10-B,G&G CM16 Raider Butt Plate - Black,G&G,12,Parts Return Policy  See Policy Page,1,0,Product Image URL: http://www.airsoftstation.com/product_images/v/291/black_1__92036.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/812/black_2__59586.jpg,B00E58WEU2
GGT-EGC-16P-RDS-BNB-NCM-HV,"G&G CM16 Raider Short Black High FPS Version Airsoft Rifle, Black",G&G,156,30 Day Return / 60 Day Warranty,10,0,Product Image URL: http://www.airsoftstation.com/product_images/d/160/g-g-cm16-raider-combat-machine-short-black-high-velocity-version-3__42045.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/773/g-g-cm16-raider-combat-machine-short-black-high-velocity-version-5__85808.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/514/g-g-cm16-raider-combat-machine-short-black-high-velocity-version-7__42861.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/616/g-g-cm16-raider-combat-machine-short-black-high-velocity-version-9__96120.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/355/g-g-cm16-raider-combat-machine-short-black-high-velocity-version-11__86244.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/973/g-g-cm16-raider-combat-machine-short-black-high-velocity-version-13__50938.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/394/g-g-cm16-raider-combat-machine-short-black-high-velocity-version-15__21850.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/450/g-g-cm16-raider-combat-machine-short-black-high-velocity-version-17__02918.jpg|Product Image URL: http://www.airsoftstation.com/product_images/m/253/g-g-cm16-raider-combat-machine-short-black-high-velocity-version-19__89665.jpg,
GGT-EGC-16P-RDL-BNB-NCM,"G&G Combat Machine CM16 Raider-L AEG Airsoft Rifle, Black",G&G,177,"30 Day Return, 60 Day Warranty",11,0,Product Image URL: http://www.airsoftstation.com/product_images/b/583/1__91201.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/746/2__49292.jpg|Product Image URL: http://www.airsoftstation.com/product_images/f/320/3__01372.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/270/5__90656.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/031/6__80695.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/324/4__51419.jpg|Product Image URL: http://www.airsoftstation.com/product_images/o/004/7__18939.jpg|Product Image URL: http://www.airsoftstation.com/product_images/m/595/flash__31814.jpg,4.71E+12
GGT-EGC-16P-RDL-DNB-NCM,"G&G Combat Machine CM16 Raider-L AEG Airsoft Rifle, Tan",G&G,177,"30 Day Return, 60 Day Warranty",11,0,Product Image URL: http://www.airsoftstation.com/product_images/k/274/1__87110.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/017/2__72897.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/417/3__02267.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/049/4__42685.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/356/5__58267.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/705/6__70944.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/426/7__68089.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/435/8__84138.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/060/flash__73298.jpg,4.71E+12
REFURB-EGC-16P-RDL-DNB-NCM,G&G CM16 Raider Combat Machine Long - Tan - REFURBISHED,,119.95,30 Day Warranty / All Sales Final,10,0,Product Image URL: http://www.airsoftstation.com/product_images/n/315/yhst-49666507782127_2273_9731466__77860.jpg,
GGT-EGC-16P-RDS-DNB-NCM,G&G CM16 Raider Short Tan Combat Machine Airsoft Rifle,G&G,177,"30 Day Return, 60 Day Warranty",9,0,Product Image URL: http://www.airsoftstation.com/product_images/s/531/yhst-49666507782127_2271_165370941__59865.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/062/yhst-49666507782127_2271_434190135__40539.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/844/yhst-49666507782127_2271_434213621__68282.jpg|Product Image URL: http://www.airsoftstation.com/product_images/f/275/yhst-49666507782127_2271_434237165__80580.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/857/yhst-49666507782127_2271_434260225__26373.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/212/yhst-49666507782127_2271_434286116__28948.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/246/yhst-49666507782127_2271_434311957__96431.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/184/yhst-49666507782127_2271_434336672__25877.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/455/yhst-49666507782127_2271_434355823__46196.jpg,4.71E+12
GGT-EGC-16P-RDL-BNB-NCM-HV,G&G CM16 Raider-L Black High Velocity Version Airsoft Rifle,G&G,156,"30 Day Return, 60 Day Warranty",10,0,Product Image URL: http://www.airsoftstation.com/product_images/j/207/g-g-cm16-raider-l-combat-machine-black-high-velocity-version-3__57500.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/756/g-g-cm16-raider-l-combat-machine-black-high-velocity-version-5__05386.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/214/g-g-cm16-raider-l-combat-machine-black-high-velocity-version-7__37616.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/587/g-g-cm16-raider-l-combat-machine-black-high-velocity-version-9__21900.jpg|Product Image URL: http://www.airsoftstation.com/product_images/i/766/g-g-cm16-raider-l-combat-machine-black-high-velocity-version-11__76231.jpg,
GGT-EGC-16P-RDL-DNB-NCM-HV,G&G CM16 Raider-L Tan High Velocity Version Airsoft Rifle,G&G,156,"30 Day Return, 60 Day Warranty",10,0,Product Image URL: http://www.airsoftstation.com/product_images/d/129/g-g-cm16-raider-l-combat-machine-tan-high-velocity-version-3__50292.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/428/g-g-cm16-raider-l-combat-machine-tan-high-velocity-version-5__04442.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/053/g-g-cm16-raider-l-combat-machine-tan-high-velocity-version-7__35496.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/919/g-g-cm16-raider-l-combat-machine-tan-high-velocity-version-9__18347.jpg,
GGT-EGC-18P-MD1-BNB-NCM,G&G CM18 MOD1 Combat Machine Airsoft Rifle,G&G,204,"30 Day Return, 60 Day Warranty",10.5,9,Product Image URL: http://www.airsoftstation.com/product_images/o/635/1__30579.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/764/2__04938.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/180/3__39195.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/825/4__01679.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/291/5__10043.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/133/6__62014.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/528/7__81289.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/001/8__05491.jpg,4.71E+12
GGT-EGC-18P-MD1-DNB-NCM,G&G CM18 MOD1 Combat Machine Tan Airsoft Rifle,G&G,204,"30 Day Return, 60 Day Warranty",10.5,0,Product Image URL: http://www.airsoftstation.com/product_images/r/457/1__09971.jpg|Product Image URL: http://www.airsoftstation.com/product_images/m/074/2__08508.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/859/3__97395.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/561/4__38084.jpg|Product Image URL: http://www.airsoftstation.com/product_images/i/118/5__72922.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/676/6__33672.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/347/7__15605.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/044/8__72855.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/907/9__55240.jpg,4.71E+12
65099,G&G CM18 MOD1 Two-Tone Tan/Black Powered by Valken V12 Engine,Valken,599.99,30 Day Return & Warranty,10,0,Product Image URL: http://www.airsoftstation.com/product_images/g/819/g-g-cm18-mod1-two-tone-tan-black-powered-by-valken-v12-engine-3__75208.jpg,
GGT-G-10-061,G&G Cold Resistant Green Hop Up Rubber/Bucking,G&G,5.8,Parts Return Policy  See Policy Page,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/h/886/Product_Edit_-_GGT-G-10-061__40568.png,4.71E+12
GGT-EGR-16P-CHP-WBB-NCM,G&G Combat Machine M4A1 Chione Winter White Blowback Airsoft Rifle,G&G,214,"30 Day Return, 60 Day Warranty",14,0,Product Image URL: http://www.airsoftstation.com/product_images/k/188/yhst-49666507782127_2271_165392714__55071.jpg,4.71E+12
GGT-GS2-16P-CAR-BBB-NCM,"G&G Combat Machine CM16 Carbine, Gas Blowback Airsoft Rifle, Version II",G&G,159.95,"30 Day Return, 60 Day Warranty",8,0,Product Image URL: http://www.airsoftstation.com/product_images/v/685/yhst-49666507782127_2269_22861455__77492.jpg,
GGT-GS2-16P-CAR-DBB-NCM,"G&G Combat Machine CM16 Carbine, Gas Blowback Airsoft Rifle, Tan, Version II",G&G,159.95,"30 Day Return, 60 Day Warranty",8,0,Product Image URL: http://www.airsoftstation.com/product_images/y/334/yhst-49666507782127_2269_22905382__53758.jpg,
REFURB-GGS-16P-CAR-DBB,"G&G Combat Machine CM16 Carbine, Gas Blowback Airsoft Rifle, Version I - Tan - REFURBISHED",G&G,114.95,30 Day Return & Warranty,8,0,Product Image URL: http://www.airsoftstation.com/product_images/h/515/g-g-combat-machine-cm16-carbine-gas-blowback-airsoft-rifle-version-i-tan-refurbished-2__02182.gif,
GGT-EGC-16P-R8L-BNB-NCM,G&G Combat Machine R8-L AEG Airsoft Rifle,G&G,204,"30 Day Return, 60 Day Warranty",11,5,Product Image URL: http://www.airsoftstation.com/product_images/q/141/yhst-49666507782127_2270_142467357__63456.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/257/yhst-49666507782127_2270_142603866__09054.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/494/yhst-49666507782127_2270_142726816__47388.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/352/yhst-49666507782127_2270_142941275__65829.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/146/yhst-49666507782127_2270_143171178__22706.jpg|Product Image URL: http://www.airsoftstation.com/product_images/d/984/yhst-49666507782127_2270_143350001__66274.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/300/yhst-49666507782127_2270_143506654__12134.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/372/yhst-49666507782127_2270_143787236__71063.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/603/yhst-49666507782127_2270_143910767__93844.jpg,4.71E+12
REFURB-EGC-16P-R8L-BNB,"G&G Combat Machine CM16 R8-L AEG Airsoft Rifle, Black - REFURBISHED",G&G,149.95,30 Day Return & Warranty,11,0,Product Image URL: http://www.airsoftstation.com/product_images/l/313/g-g-combat-machine-cm16-r8-l-aeg-airsoft-rifle-black-refurbished-3__18987.jpg,
GGT-EGC-16P-R8L-DNB-NCM,G&G Combat Machine R8-L Tan Airsoft Rifle,G&G,204,"30 Day Return, 60 Day Warranty",11,0,Product Image URL: http://www.airsoftstation.com/product_images/r/758/yhst-49666507782127_2270_144297069__12122.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/055/yhst-49666507782127_2270_144439873__67561.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/420/yhst-49666507782127_2270_144566058__78852.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/862/yhst-49666507782127_2270_144797660__96459.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/593/yhst-49666507782127_2270_145034592__72632.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/314/yhst-49666507782127_2270_145224864__26664.jpg|Product Image URL: http://www.airsoftstation.com/product_images/m/990/yhst-49666507782127_2270_145385101__80343.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/551/yhst-49666507782127_2270_145507036__26004.jpg,4.71E+12
GGT-GS2-16P-RDS-BBB-NCM,"G&G Combat Machine CM16 Raider, Gas Blowback Airsoft Rifle, Version II",G&G,169.95,"30 Day Return, 60 Day Warranty",9,0,Product Image URL: http://www.airsoftstation.com/product_images/r/212/yhst-49666507782127_2269_23033236__41309.jpg,
REFURB-GGS-16P-RDS-BBB-NCM,"G&G Combat Machine CM16 Raider, Gas Blowback Airsoft Rifle Version 1 - REFURBISHED",G&G,119.95,,10,0,Product Image URL: http://www.airsoftstation.com/product_images/x/759/yhst-49666507782127_2273_9816760__52024.jpg,
GGT-GS2-16P-RDS-DBB-NCM,"G&G Combat Machine CM16 Raider, Gas Blowback Airsoft Rifle, Tan, Version II",G&G,169.95,"30 Day Return, 60 Day Warranty",9,0,Product Image URL: http://www.airsoftstation.com/product_images/z/900/yhst-49666507782127_2269_23083033__82224.jpg,
REFURB-GGS-16P-RDS-DBB-NCM,"G&G Combat Machine CM16 Raider, Gas Blowback Airsoft Rifle, TAN Version I - REFURBISHED",G&G,119.95,,8,0,Product Image URL: http://www.airsoftstation.com/product_images/q/922/yhst_49666507782127_2271_165370941_59865.1415722729.1280.1280__57608.jpg,
GGT-GS2-16P-RDL-BBB-NCM,"G&G Combat Machine CM16 Raider L, Gas Blowback Airsoft Rifle, Version II",G&G,169.95,"30 Day Return, 60 Day Warranty",10,0,Product Image URL: http://www.airsoftstation.com/product_images/a/552/yhst-49666507782127_2269_22949337__76993.jpg,
GGT-GS2-16P-RDL-DBB-NCM,"G&G Combat Machine CM16 Raider L, Gas Blowback Airsoft Rifle, Tan, Version II",G&G,169.95,"30 Day Return, 60 Day Warranty",10,0,Product Image URL: http://www.airsoftstation.com/product_images/g/554/yhst-49666507782127_2269_22991634__52178.jpg,
GGT-EGR-15P-RXL-DBB-NCM,G&G Combat Machine Raider XL Blowback Tan Airsoft Rifle,G&G,247,"30 Day Return, 60 Day Warranty",12,0,Product Image URL: http://www.airsoftstation.com/product_images/o/894/yhst-49666507782127_2270_8335599__93204.jpg,
GGT-EGR-15P-RXL-BBB-NCM,G&G Combat Machine Raider XL Blowback Airsoft Rifle,G&G,247,"30 Day Return, 60 Day Warranty",12,0,Product Image URL: http://www.airsoftstation.com/product_images/y/329/yhst-49666507782127_2270_8290087__49748.jpg,
GGT-EGR-16P-WSP-BBB-NCM,G&G Combat Machine CQW WASP Blowback Airsoft Rifle,G&G,224,"30 Day Return, 60 Day Warranty",8.5,0,Product Image URL: http://www.airsoftstation.com/product_images/k/571/EGR-16P-WSP-BBB-NCM-2__78506.jpg|Product Image URL: http://www.airsoftstation.com/product_images/r/220/EGR-16P-WSP-BBB-NCM-5__22783.jpg|Product Image URL: http://www.airsoftstation.com/product_images/d/239/EGR-16P-WSP-BBB-NCM-4__73560.jpg|Product Image URL: http://www.airsoftstation.com/product_images/o/515/EGR-16P-WSP-BBB-NCM-6__76747.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/976/EGR-16P-WSP-BBB-NCM-3__74927.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/864/EGR-16P-WSP-BBB-NCM-7__61645.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/817/EGR-16P-WSP-BBB-NCM-8__76868.jpg,4.71E+12
GGT-EGR-16P-WSP-DBB-NCM,G&G Combat Machine CQW WASP Blowback Tan Airsoft Rifle,G&G,224,"30 Day Return, 60 Day Warranty",8.5,0,Product Image URL: http://www.airsoftstation.com/product_images/l/527/EGR-16P-WSP-DBB-NCM-2__59113.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/287/EGR-16P-WSP-DBB-NCM-7__35939.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/515/EGR-16P-WSP-DBB-NCM-6__47861.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/526/EGR-16P-WSP-DBB-NCM-3__27527.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/226/EGR-16P-WSP-DBB-NCM-4__89529.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/810/EGR-16P-WSP-DBB-NCM-8__24789.jpg|Product Image URL: http://www.airsoftstation.com/product_images/r/253/EGR-16P-WSP-DBB-NCM-5__48202.jpg|Product Image URL: http://www.airsoftstation.com/product_images/o/150/EGR-16P-WSP-DBB-NCM-9__96980.jpg,4.71E+12
GGT-EGR-G26-AVD-BBB-NCM,G&G Combat Machine G26 Advanced Blowback Airsoft Rifle,G&G,264,"30 Day Return, 60 Day Warranty",12,0,Product Image URL: http://www.airsoftstation.com/product_images/l/147/yhst-49666507782127_2269_126529056__33500.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/251/yhst-49666507782127_2269_126655513__25311.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/463/yhst-49666507782127_2269_126774113__74857.jpg|Product Image URL: http://www.airsoftstation.com/product_images/m/994/yhst-49666507782127_2269_126925347__02469.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/641/yhst-49666507782127_2269_127134810__80857.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/864/yhst-49666507782127_2269_127301573__62753.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/202/yhst-49666507782127_2269_127470389__42048.jpg,
REFURB-EGR-G26-AVD-BBB-NCM,"G&G Combat Machine GR4 G26 Advanced Blowback AEG Airsoft Gun, Black - REFURBISHED",G&G,105,,0,0,Product Image URL: http://www.airsoftstation.com/product_images/f/774/yhst-49666507782127_2273_9866557__19020.jpg,
GGT-EGR-G26-AVD-DBB-NCM,G&G Combat Machine G26 Advanced Blowback Tan Airsoft Rifle,G&G,264,"30 Day Return, 60 Day Warranty",12,0,Product Image URL: http://www.airsoftstation.com/product_images/u/228/yhst-49666507782127_2269_135768775__60762.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/826/yhst-49666507782127_2269_135926960__57822.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/336/yhst-49666507782127_2269_136053601__66547.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/605/yhst-49666507782127_2269_136318297__24917.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/775/yhst-49666507782127_2269_136521265__85200.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/872/yhst-49666507782127_2269_136654991__16792.jpg,
GGT-EGR-G26-BPS-PBB-NCM,G&G Combat Machine G26 Black Rose Electric Blowback Airsoft Rifle,G&G,279,"30 Day Return, 60 Day Warranty",12,0,Product Image URL: http://www.airsoftstation.com/product_images/y/351/g-g-combat-machine-gr4-g26-black-rose-ebb-aeg-airsoft-gun-3__03022.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/723/g-g-combat-machine-gr4-g26-black-rose-ebb-aeg-airsoft-gun-5__57022.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/777/g-g-combat-machine-gr4-g26-black-rose-ebb-aeg-airsoft-gun-7__21250.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/016/g-g-combat-machine-gr4-g26-black-rose-ebb-aeg-airsoft-gun-9__34909.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/579/g-g-combat-machine-gr4-g26-black-rose-ebb-aeg-airsoft-gun-11__71270.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/299/g-g-combat-machine-gr4-g26-black-rose-ebb-aeg-airsoft-gun-13__64183.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/571/g-g-combat-machine-gr4-g26-black-rose-ebb-aeg-airsoft-gun-15__90809.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/241/g-g-combat-machine-gr4-g26-black-rose-ebb-aeg-airsoft-gun-17__86818.jpg,4.71E+12
