Code,Name,Brand,MAP Price,Warranty,Weight,Stock Level,Product Images,UPC/EAN
AV-WE-P001,"WE Luger P08 4"" Gas Blowback Metal Airsoft Pistol",WE,109.95,30 Day Return & Warranty,3,0,Product Image URL: http://www.airsoftstation.com/product_images/z/260/we-luger-p08-4-gas-blowback-metal-airsoft-pistol-3__38933.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/366/we-luger-p08-4-gas-blowback-metal-airsoft-pistol-5__66872.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/750/we-luger-p08-4-gas-blowback-metal-airsoft-pistol-7__22336.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/344/we-luger-p08-4-gas-blowback-metal-airsoft-pistol-9__36178.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/225/we-luger-p08-4-gas-blowback-metal-airsoft-pistol-11__55965.jpg,8.19E+11
65082,G&G CM18 MOD1 Two-Tone Black/Tan Powered by Valken V12 Engine,Valken,475,30 Day Return & Warranty,10,0,Product Image URL: http://www.airsoftstation.com/product_images/q/741/g-g-cm18-mod1-two-tone-black-tan-powered-by-valken-v12-engine-2__51265.jpg,
V622162,G&G GP6 II COMBAT-LITE Tape Switch Assembly,G&G,21.2,30 Day Return & Warranty,0.7,0,Product Image URL: http://www.airsoftstation.com/product_images/f/979/g-g-gp6-ii-combat-lite-flash-light-2__10322.jpg,B00E58WU92
GGT-G-07-052,G&G Mock MK-2 Hand Grenade Shaped BB Loader,G&G,6.9,30 Day Return & Warranty,0.3,0,Product Image URL: http://www.airsoftstation.com/product_images/o/843/g-g-mock-mk-2-hand-grenade-shaped-bb-loader-2__56433.jpg,B00E58XL1I
V892012,PolarStar FE Silver AK Nozzle Assembly,PolarStar,20,Parts Return Policy  See Policy Page,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/r/907/polarstar-fe-silver-ak-nozzle-assembly-2__23795.jpg,
PY-2078,"UHC 4"" inch revolver, Black",UHC,29.95,30 Day Return & Warranty,3,0,Product Image URL: http://www.airsoftstation.com/product_images/l/435/uhc-4-inch-revolver-black-2__18527.jpg,8.71E+11
PY-2094,Classic Army Sportline M15A4 RIS Value Package,Classic Army,183.95,30 Day Return & Warranty,9.5,0,Product Image URL: http://www.airsoftstation.com/product_images/m/966/classic-army-sportline-m15a4-ris-value-package-2__85292.jpg,
ASG-16186,"BB Speedloader & Airsoft Revolver Shells For WG and Dan Wesson CO2 Revolvers, 6 Shells",Dan Wesson,19.5,30 Day Return & Warranty,0.35,5,Product Image URL: http://www.airsoftstation.com/product_images/u/762/yhst-49666507782127_2271_89925045__97412.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/910/yhst-49666507782127_2271_431833455__79528.jpg,5.71E+12
JP-51MB,Echo 1 Red Star LMG Metal Support Airsoft Rifle,Echo 1,224.95,30 Day Return & Warranty,14,0,Product Image URL: http://www.airsoftstation.com/product_images/u/268/yhst-49666507782127_2271_160372731__08366.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/110/yhst-49666507782127_2271_447642200__27221.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/158/yhst-49666507782127_2271_447664448__67581.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/819/yhst-49666507782127_2271_447686417__48325.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/696/yhst-49666507782127_2271_447708454__58836.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/759/yhst-49666507782127_2271_447731879__69633.jpg|Product Image URL: http://www.airsoftstation.com/product_images/d/115/yhst-49666507782127_2271_447754842__87383.jpg|Product Image URL: http://www.airsoftstation.com/product_images/i/068/yhst-49666507782127_2271_447777501__71494.jpg,
GGT-EGC-16P-RDS-BNB-NCM,"G&G CM16 Raider Short Combat Machine Airsoft Rifle, Black",G&G,177,30 Day Return / 60 Day Warranty,9,0,Product Image URL: http://www.airsoftstation.com/product_images/m/772/yhst-49666507782127_2271_165348998__19529.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/126/yhst-49666507782127_2271_433844467__04276.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/205/yhst-49666507782127_2271_433867468__57088.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/124/yhst-49666507782127_2271_433891248__82137.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/956/yhst-49666507782127_2271_433915458__84001.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/613/yhst-49666507782127_2271_433942287__32913.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/044/yhst-49666507782127_2271_433969499__57412.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/372/yhst-49666507782127_2271_433993268__23249.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/551/yhst-49666507782127_2271_434016835__77346.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/281/yhst-49666507782127_2271_434039103__48259.jpg,4.71E+12
PY-A-3134,"Gamo Laser and Light with 1"" Scope Mount",,39.95,30 Day Return & Warranty,2,0,Product Image URL: http://www.airsoftstation.com/product_images/n/957/yhst-49666507782127_2271_173763635__46027.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/163/yhst-49666507782127_2271_329040864__44634.jpg,7.94E+11
UK-HG-133C,"HFC HG-133 Savaging Bull 6"" Barrel Gas Revolver, Silver",HFC,49.5,30 Day Return & Warranty,1.85,15,Product Image URL: http://www.airsoftstation.com/product_images/w/411/HG-133C-4__87488.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/020/HG-133C-7__26152.jpg|Product Image URL: http://www.airsoftstation.com/product_images/i/501/HG-133C-5__03582.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/775/HG-133C-6__77939.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/371/HG-133C-10__62818.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/010/HG-133C-9__46806.jpg|Product Image URL: http://www.airsoftstation.com/product_images/d/010/HG-133C-15_1__80318.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/162/HG-133C-12__20455.jpg,8.75E+11
UK-MA-158,"ICS Lightweight Airsoft Grenade Shells, 40mm, 70 Rd Capacity, 6 Pack",ICS Airsoft,139.95,30 Day Return & Warranty,1.85,0,Product Image URL: http://www.airsoftstation.com/product_images/g/847/ics-lightweight-airsoft-grenade-shells-40mm-70-rd-capacity-6-pack-2__72963.jpg,
PS-GHKGBOXM4MAG,GHK/King Arms M4A1 GHK Airsoft Rifle Green Gas Magazine,King Arms,44,30 Day Return & Warranty,1.2,0,Product Image URL: http://www.airsoftstation.com/product_images/a/353/ghk-king-arms-m4a1-ghk-airsoft-rifle-green-gas-magazine-2__77617.jpg,
PY-A-908,Leapers Dual Shotgun Magazines,Leapers,7.95,30 Day Return & Warranty,2,0,Product Image URL: http://www.airsoftstation.com/product_images/b/498/leapers-dual-shotgun-magazines-2__06404.jpg,4.72E+12
LE-TL-BP78,"Leapers UTG Tactical OP Bipod, SWAT/Combat Profile, Telescoping & Folding Legs",UTG,37.4,30 Day Return & Warranty,2,4,Product Image URL: http://www.airsoftstation.com/product_images/q/600/yhst-49666507782127_2271_213602890__27624.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/674/yhst-49666507782127_2271_460748404__98488.jpg,4.71E+12
DP-5775_VT096G,"Lightweight Mesh Tactical Vest, OD Green",,33,30 Day Return & Warranty,2.9,0,Product Image URL: http://www.airsoftstation.com/product_images/u/034/lightweight-mesh-tactical-vest-od-green-3__19085.jpg|Product Image URL: http://www.airsoftstation.com/product_images/g/029/lightweight-mesh-tactical-vest-od-green-5__91933.jpg,
PS-48432,"SIG Sauer 556 AEG Mag, 300rd",SIG SAUER,18.4,30 Day Return & Warranty,0.43,0,Product Image URL: http://www.airsoftstation.com/product_images/z/388/sig-sauer-556-aeg-mag-300rd-2__18531.jpg,8.06E+11
PY-1744,"WE Luger P08 4"" Gas Blowback Chrome Metal Airsoft Pistol",WE,134.95,30 Day Return & Warranty,3,0,Product Image URL: http://www.airsoftstation.com/product_images/n/643/we-luger-p08-4-gas-blowback-chrome-metal-airsoft-pistol-2__84174.jpg,
UK-JGM-110,10.8V 1200 mAh Battery Pack with PEQ Box,Dboys,39.95,30 Day Return & Warranty,1.1,0,Product Image URL: http://www.airsoftstation.com/product_images/d/425/10-8v-1200-mah-battery-pack-with-peq-box-2__44471.jpg,8.75E+11
UK-BIK-01,Dboys 1000 Round AK47 High Cap Magazine,Dboys,13.8,30 Day Return & Warranty,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/q/808/1000-round-ak47-high-cap-magazine-2__75067.jpg,
KWA-101-00342,KWA M1911 MK IV PTP OD Green Gas Blowback NS2 Airsoft Pistol,KWA,164.95,"30 Day Return, 45 Day Warranty",3.1,0,Product Image URL: http://www.airsoftstation.com/product_images/t/440/kwa-m1911-mk-iv-ptp-od-green-gas-blowback-ns2-airsoft-pistol-2__42741.jpg|Product Image URL: http://www.airsoftstation.com/product_images/k/324/kwa-m1911-mk-iv-ptp-od-green-gas-blowback-ns2-airsoft-pistol-6__74563.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/178/kwa-m1911-mk-iv-ptp-od-green-gas-blowback-ns2-airsoft-pistol-8__70392.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/453/kwa-m1911-mk-iv-ptp-od-green-gas-blowback-ns2-airsoft-pistol-10__99462.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/252/kwa-m1911-mk-iv-ptp-od-green-gas-blowback-ns2-airsoft-pistol-12__54807.jpg,8.48E+11
PS-50501,16 Round Metal Magazine for Blackwater 1911 R2 Co2 Pistol,Blackwater,30.8,30 Day Return & Warranty,0.5,0,Product Image URL: http://www.airsoftstation.com/product_images/d/105/16-round-metal-magazine-for-blackwater-1911-r2-co2-pistol-2__28837.jpg,8.06E+11
ASI-FTG180,Aluminum Tactical Grip with Integrated 180 Lumens Flashlight,Aim Sports,38.5,30 Day Return & Warranty,0.8,0,Product Image URL: http://www.airsoftstation.com/product_images/k/517/aluminum-tactical-grip-with-integrated-180-lumens-flashlight-2__93841.jpg,8.16E+11
LE-SOFT-961SH,"UHC 1911 Style Spring Airsoft Pistol, Silver",UHC,20.7,30 Day Return & Warranty,1.9,0,Product Image URL: http://www.airsoftstation.com/product_images/a/845/yhst-49666507782127_2271_69815817__74072.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/345/yhst-49666507782127_2271_350938067__91541.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/244/yhst-49666507782127_2271_350981747__82128.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/250/yhst-49666507782127_2271_351012899__20294.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/844/yhst-49666507782127_2271_351049223__76480.jpg,4.72E+12
TCC-DT-032,1x32 ACOG-Style Red/Green Dot Optic,,49.95,30 Day Return & Warranty,1.3,0,Product Image URL: http://www.airsoftstation.com/product_images/d/309/1x32-acog-style-red-green-dot-optic-3__67801.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/699/1x32-acog-style-red-green-dot-optic-5__06572.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/270/1x32-acog-style-red-green-dot-optic-7__57095.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/604/1x32-acog-style-red-green-dot-optic-9__05396.jpg|Product Image URL: http://www.airsoftstation.com/product_images/z/758/1x32-acog-style-red-green-dot-optic-11__31755.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/393/1x32-acog-style-red-green-dot-optic-13__63957.jpg,
FLN-RD01,ACOG Style 1x32 Red/Green Dot Sight w/ Integrated Weaver Rail & Iron Sights,,71.95,30 Day Return / 30 Day Warranty,1.5,0,Product Image URL: http://www.airsoftstation.com/product_images/i/396/acog2__12819.jpg|Product Image URL: http://www.airsoftstation.com/product_images/t/332/acog3__73746.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/123/acog1__20411.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/981/acog4__40451.jpg,7.59E+11
UK-BB02,2000 .12g Count Seamless Airsoft BBs in Speed Bottle,UK ARMS,4.6,30 Day Return & Warranty,0.85,0,Product Image URL: http://www.airsoftstation.com/product_images/i/201/2000-12g-count-seamless-airsoft-bbs-in-speed-bottle-2__97314.jpg,8.75E+11
PY-A-2736,20mm Weaver Rail Scope Mount Base,,17.9,30 Day Return & Warranty,2,0,Product Image URL: http://www.airsoftstation.com/product_images/i/200/20mm-weaver-rail-scope-mount-base-2__12218.jpg,
EVK-PS-48124,21rd CO2 Magazine for Magnum Research/KWC Desert Eagle,Magnum Research,33,30 Day Return & Warranty,1.5,0,Product Image URL: http://www.airsoftstation.com/product_images/t/988/yhst-49666507782127_2271_69933213__77997.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/474/yhst-49666507782127_2271_448882334__98631.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/784/yhst-49666507782127_2271_448905907__07416.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/782/yhst-49666507782127_2271_448929110__09503.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/209/yhst-49666507782127_2271_448953622__94145.jpg,8.06E+11
PY-A-2629,24rd Magazine for Airsoft SIG Sauer SP 2022 Spring,Cybergun,9.95,30 Day Return & Warranty,1.25,0,Product Image URL: http://www.airsoftstation.com/product_images/w/549/24rd-magazine-for-airsoft-sig-sauer-sp-2022-spring-2__23411.jpg,29858880107
EVK-MP001-MAG,25 Round Magazine for AGM MP001 Airsoft Sniper Rifles,AGM,8,30 Day Return & Warranty,0.25,0,Product Image URL: http://www.airsoftstation.com/product_images/f/787/25-round-magazine-for-agm-mp001-airsoft-sniper-rifles-2__35105.gif,8.59E+11
UK-2604B,"Full Face Mask with Mesh Goggles and Neck Protector, Black",,23,30 Day Return & Warranty,0.81,15,Product Image URL: http://www.airsoftstation.com/product_images/g/854/full-face-mask-with-mesh-goggles-and-neck-protector-black-2__04333.jpg,8.75E+11
2609,Tactical Yellow Lens Goggles,,11.95,30 Day Return & Warranty,0.9,0,Product Image URL: http://www.airsoftstation.com/product_images/a/950/tactical-yellow-lens-goggles-3__49067.jpg|Product Image URL: http://www.airsoftstation.com/product_images/d/259/tactical-yellow-lens-goggles-5__66401.jpg,
YSK-AC-103D,"2G Steel Mesh Half Face Mask, Desert Camo",UK ARMS,18.4,30 Day Return / 30 Day Warranty,0.5,76,Product Image URL: http://www.airsoftstation.com/product_images/u/590/2g-steel-mesh-half-face-mask-for-airsoft-desert-camo-2__41333.jpg,6.87E+11
VLK-59081,"2G Steel Mesh Half Face Mask, OD Green w/ Skull",Valken,15.5,30 Day Return / 30 Day Warranty,0.95,0,Product Image URL: http://www.airsoftstation.com/product_images/g/366/2g-steel-mesh-half-face-mask-for-airsoft-od-green-with-skull-2__14607.jpg,8.45E+11
VLK-59098,"2G Steel Mesh Half Face Mask, Tan w/ Skull",Valken,17.2,30 Day Return / 30 Day Warranty,0.9,0,Product Image URL: http://www.airsoftstation.com/product_images/w/437/2g-steel-mesh-half-face-mask-for-airsoft-tan-with-skull-2__26286.jpg,8.45E+11
HS-IRZ-HOP,3-Pack of IRZ Cold Weather R-Hop Patch,Hunterseeker Armory,26.4,Parts Return Policy  See Policy Page,0.01,0,Product Image URL: http://www.airsoftstation.com/product_images/j/441/3-pack-of-irz-cold-weather-r-hop-patch-2__88452.jpg,
UK-IU-8870-CLIP,"30 Round Metal Magazine for AGM Full Metal Airsoft Shotgun, Models 8870 and 8871",AGM,10.3,14 Day Return & Warranty,0.3,0,Product Image URL: http://www.airsoftstation.com/product_images/l/579/30-round-metal-magazine-for-agm-full-metal-airsoft-shotgun-models-8870-and-8871-2__10010.jpg,
PU-SR-5232-MAG,25 Round Magazine for AGM L96 Sniper Rifles,AGM,10.3,30 Day Return & Warranty,0.35,15,Product Image URL: http://www.airsoftstation.com/product_images/r/092/30-round-magazine-for-agm-l96-sniper-rifles-2__46841.gif,6.91E+11
UK-CM022-CLIP,300 Round Magazine for CM022 & 12923 Airsoft Guns,CYMA,8,14 Day Return & Warranty,0.4,0,Product Image URL: http://www.airsoftstation.com/product_images/k/870/300-round-magazine-for-cm022-airsoft-gun-2__18415.jpg,
UK-M3081A,Dboys M4A1 with Laser and Light Airsoft Rifle,BOYI,40.7,14 Day Return & Warranty,5.5,0,Product Image URL: http://www.airsoftstation.com/product_images/u/604/yhst-49666507782127_2268_39428314__70916.jpg|Product Image URL: http://www.airsoftstation.com/product_images/a/379/yhst-49666507782127_2271_396672863__88401.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/906/yhst-49666507782127_2271_396723307__88561.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/190/yhst-49666507782127_2271_396828416__48640.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/549/yhst-49666507782127_2271_396935038__68857.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/280/yhst-49666507782127_2271_397073390__04836.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/230/yhst-49666507782127_2271_397251396__31990.jpg,
UK-IU-MASADA-MAG,"350 Round High Capacity M4 Magazine for A&K Masada ACR AEG, Black",A&K,13.95,30 Day Return & Warranty,0.4,0,Product Image URL: http://www.airsoftstation.com/product_images/b/511/350-round-high-capacity-m4-magazine-for-a-k-masada-acr-aeg-black-2__81818.jpg,
UK-IU-MASADAT-MAG,"350 Round High Capacity M4 Magazine for A&K Masada ACR AEG, Tan",A&K,16.1,30 Day Return & Warranty,0.4,0,Product Image URL: http://www.airsoftstation.com/product_images/l/491/350-round-high-capacity-m4-magazine-for-a-k-masada-acr-aeg-tan-2__10479.jpg,
UK-MI-01,380 High Capacity Magazine for ICS SIG AEGs,ICS Airsoft,33,30 Day Return & Warranty,0.56,0,Product Image URL: http://www.airsoftstation.com/product_images/j/009/380-high-capacity-magazine-for-ics-sig-aegs-2__34038.jpg,
3652_MASK3ACU,"3G Steel Mesh Half Face Mask, Deluxe Version w/ Ear Protection, ACU",Tactical Crusader,19.95,30 Day Return & Warranty,0.62,0,Product Image URL: http://www.airsoftstation.com/product_images/i/697/3g-steel-mesh-half-face-mask-deluxe-version-w-ear-protection-acu-2__60478.jpg,
DP-7338,"3G Steel Mesh Half Face Mask, Deluxe Version w/ Ear Protection, Black w/ Skull Design",,19.95,30 Day Return & Warranty,1.2,0,Product Image URL: http://www.airsoftstation.com/product_images/o/275/3g-steel-mesh-half-face-mask-deluxe-version-w-ear-protection-black-w-skull-design-2__20315.jpg,
YSK-BD6586D,"3G Steel Mesh Half Face Mask, Deluxe Version w/ Ear Protection, Camo",Tactical Crusader,18.4,30 Day Return & Warranty,0.62,0,Product Image URL: http://www.airsoftstation.com/product_images/g/692/3g-steel-mesh-half-face-mask-deluxe-version-w-ear-protection-camo-2__07520.jpg,6.87E+11
DP-ZK0020,"4.5"" Manual Assist Zombie Killer Tanto Folding Knife",,8,30 Day Return & Warranty,0.25,0,Product Image URL: http://www.airsoftstation.com/product_images/k/940/4-5-manual-assist-zombie-killer-tanto-folding-knife-2__98742.jpg,8.43E+11
FUSE-5PK-20A-ACG,5 Pack of Fast Acting 20 AMP AGC Fuses for Airsoft Guns,,5.8,Parts Return Policy  See Policy Page,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/k/793/yhst-49666507782127_2271_506995117__35768.jpg|Product Image URL: http://www.airsoftstation.com/product_images/s/475/yhst-49666507782127_2271_507104733__16541.jpg,51712175906
YSK-BD9082,"5 Slot Metal Keymod Rail Section, Black",,10.3,,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/f/694/5-slot-keymod-rail-section-2__71407.jpg,6.87E+11
UK-M2010MAG,500 Round Magazine for AGM/Lancer Tactical FAL AEG,Lancer Tactical,13.45,30 Day Return & Warranty,0.8,0,Product Image URL: http://www.airsoftstation.com/product_images/v/150/500-round-magazine-for-agm-lancer-tactical-fal-aeg-2__01109.png,
AV-00001,5000 Air Venturi CQBBs 6mm biodegradable .12g BBs,Air Venturi,16.7,30 Day Return & Warranty,3.99,0,Product Image URL: http://www.airsoftstation.com/product_images/r/398/5000-air-venturi-cqbbs-6mm-biodegradable-12g-bbs-2__20622.jpg,8.50E+11
UK-BB5000BOTTLE,5000 6mm 0.12g Airsoft BBs In Bottle,UK ARMS,8,30 Day Return & Warranty,2,0,Product Image URL: http://www.airsoftstation.com/product_images/b/917/5000-6mm-0-12g-airsoft-bbs-in-bottle-2__76570.jpg,8.75E+11
AV-SDBB25X3MB,TSD Tactical 5000 0.25g 6mm Black Airsoft BBs,TSD,14.95,30 Day Return & Warranty,2.9,0,Product Image URL: http://www.airsoftstation.com/product_images/i/971/tsd-tactical-5000-0-25g-6mm-black-airsoft-bbs-2__28112.jpg,
PS-KAMAG06HC,550 Round King Arms FAL High Capacity Magazine,King Arms,38.5,30 Day Return & Warranty,0.55,0,Product Image URL: http://www.airsoftstation.com/product_images/v/745/yhst-49666507782127_2272_117815214__47900.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/111/yhst-49666507782127_2272_117853430__65504.jpg|Product Image URL: http://www.airsoftstation.com/product_images/y/811/yhst-49666507782127_2272_117884226__80414.jpg,
ASG-16926,"6mm Cartridge Shell for CZ 75 and STI 1911 RSS GBB Pistols, Box of 25",ASG,25.3,30 Day Return & Warranty,0.1,0,Product Image URL: http://www.airsoftstation.com/product_images/y/635/6mm-cartridge-shell-for-cz-75-and-sti-1911-rss-gbb-pistols-box-of-25-2__84778.jpg,5.71E+12
DP-3201BK,"7"" Black Rubber Training Knife",Tactical Crusader,7.95,30 Day Return & Warranty,0.7,0,Product Image URL: http://www.airsoftstation.com/product_images/w/959/7-black-rubber-training-knife-2__07845.jpg,
CM023-BATTERY,7.2v 270 mAh LPEG Battery,CYMA,11.5,Parts Return Policy  See Policy Page,0.2,0,Product Image URL: http://www.airsoftstation.com/product_images/k/392/7-2v-270-mah-lpeg-battery-2__53861.jpg,
ASG-17130,7.2v 700 mAh Battery for Vz61 Electric Scorpion,ASG,17.2,30 Day Return & Warranty,0.2,0,Product Image URL: http://www.airsoftstation.com/product_images/n/883/7-2v-700-mah-battery-for-vz61-electric-scorpion-2__53858.jpg,5.71E+12
UK-MC-144,9.6v 1500mAh battery for ICS M3 Grease Gun,ICS Airsoft,25.9,30 Day Return & Warranty,0.56,0,Product Image URL: http://www.airsoftstation.com/product_images/v/334/MC_144__85276.jpg,
PY-1649,"UHC 4"" Airsoft Revolver, Brown",UHC,26.95,30 Day Return & Warranty,2.5,0,Product Image URL: http://www.airsoftstation.com/product_images/i/700/yhst-49666507782127_2271_255807791__11041.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/751/yhst-49666507782127_2271_354910550__56544.jpg|Product Image URL: http://www.airsoftstation.com/product_images/o/113/yhst-49666507782127_2271_354970974__01838.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/535/yhst-49666507782127_2271_355029382__20649.jpg,
AV-SDUA941B,"UHC Airsoft Revolver 8"" Barrel - Black",UHC,24.95,30 Day Return & Warranty,1.85,0,Product Image URL: http://www.airsoftstation.com/product_images/y/772/yhst-49666507782127_2271_256038702__19888.jpg|Product Image URL: http://www.airsoftstation.com/product_images/i/766/yhst-49666507782127_2271_344977651__39201.jpg|Product Image URL: http://www.airsoftstation.com/product_images/c/916/yhst-49666507782127_2271_345000476__86947.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/191/yhst-49666507782127_2271_345024386__96000.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/666/yhst-49666507782127_2271_345060722__98645.jpg,8.71E+11
AV-SDUA937S,"UHC Airsoft Revolver 4"" Barrel - Silver",UHC,28.7,30 Day Return & Warranty,1.75,0,Product Image URL: http://www.airsoftstation.com/product_images/k/789/TSD_UA937B__86149.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/186/TSD_UA937Bb__86147.jpg|Product Image URL: http://www.airsoftstation.com/product_images/o/741/TSD_UA937Bc__68731.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/556/TSD_UA937Bd__17578.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/612/TSD_UA937Bg__80361.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/897/TSD_UA937Bf__41933.jpg|Product Image URL: http://www.airsoftstation.com/product_images/e/734/TSD_UA937Be__82551.jpg,8.71E+11
AV-SDUA937B,"UHC Airsoft Revolver 4"" Barrel - Black",UHC,28.7,30 Day Return & Warranty,1.75,0,Product Image URL: http://www.airsoftstation.com/product_images/y/457/TSD_UA937B__82097.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/722/TSD_UA937Bb__89305.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/645/TSD_UA937Be__19665.jpg|Product Image URL: http://www.airsoftstation.com/product_images/l/304/TSD_UA937Bd__56908.jpg|Product Image URL: http://www.airsoftstation.com/product_images/i/605/TSD_UA937Bf__53632.jpg|Product Image URL: http://www.airsoftstation.com/product_images/n/308/TSD_UA937Bg__74121.jpg,8.71E+11
AV-SDUA938S,"UHC Airsoft Revolver 6"" Barrel - Silver",UHC,28.7,30 Day Return & Warranty,1.75,0,Product Image URL: http://www.airsoftstation.com/product_images/v/151/TSD_UA938S__46006.jpg|Product Image URL: http://www.airsoftstation.com/product_images/f/969/TSD_UA938Sb__24121.jpg|Product Image URL: http://www.airsoftstation.com/product_images/j/955/TSD_UA938Sc__44179.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/474/TSD_UA938Sde__46796.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/032/TSD_UA938Sg__03676.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/822/TSD_UA938Se__96603.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/457/TSD_UA938Sf__75986.jpg,8.71E+11
AV-SDUA938B,"UHC Airsoft Revolver 6"" Barrel - Black",UHC,28.7,30 Day Return & Warranty,1.75,0,Product Image URL: http://www.airsoftstation.com/product_images/w/893/TSD_UA938B__64526.jpg|Product Image URL: http://www.airsoftstation.com/product_images/i/724/TSD_UA938Bb__17966.jpg|Product Image URL: http://www.airsoftstation.com/product_images/x/923/TSD_UA938Be__23446.jpg|Product Image URL: http://www.airsoftstation.com/product_images/b/449/TSD_UA938Bc__35538.jpg|Product Image URL: http://www.airsoftstation.com/product_images/h/102/TSD_UA938Bd__16684.jpg|Product Image URL: http://www.airsoftstation.com/product_images/v/336/TSD_UA938Bf__96892.jpg|Product Image URL: http://www.airsoftstation.com/product_images/q/758/TSD_UA938Bg__17624.jpg,8.71E+11
TSD-UA939BR,"UHC 2.5"" Airsoft Revolver, Black",UHC,29.7,30 Day Return & Warranty,2.5,0,Product Image URL: http://www.airsoftstation.com/product_images/w/758/yhst-49666507782127_2271_255693506__73643.jpg|Product Image URL: http://www.airsoftstation.com/product_images/w/848/yhst-49666507782127_2271_349810003__18947.jpg|Product Image URL: http://www.airsoftstation.com/product_images/u/017/yhst-49666507782127_2271_349834746__57925.jpg|Product Image URL: http://www.airsoftstation.com/product_images/p/763/yhst-49666507782127_2271_349858522__71061.jpg,
TSD-UA939,"UHC 2.5"" Airsoft Revolver, Black with Simulated Wood Grip",UHC,29.7,30 Day Return & Warranty,2.5,0,Product Image URL: http://www.airsoftstation.com/product_images/o/193/uhc-2-5-airsoft-revolver-black-with-simulated-wood-grip-2__30685.jpg,8.71E+12
TSD-UA939S,"UHC 2.5"" Barrel Airsoft Revolver, Silver",UHC,29.7,30 Day Return & Warranty,2.5,0,Product Image URL: http://www.airsoftstation.com/product_images/w/458/uhc-2-5-barrel-airsoft-revolver-silver-2__85246.jpg,8.71E+11
